2011-2012 RPI,,,,,,,,,,,,
,,,,,,,,,,,,
Records reflect games against Division I opponents only.,,,,,,,,,,,,
,,,,,,,,,,,,
Click on team name for schedule and results. Clickable column headings will sort by that column.,,,,,,,,,,,,
,,,,,,,,,,,,
Shaded teams made the tournament,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,RPI Data,,,,,SOS,,Polls,
247,Miami (OH),21-Aug,0.4546,5.6,18.2,0.2353,0.5395 (88),0.5038,98,0.5276,,
248,SE Missouri St,13-16,0.4542,11.4,13.2,0.4634,0.4353 (298),0.4829,289,0.4512,,
249,Delaware St,13-14,0.4535,13.4,12.8,0.5115,0.4183 (321),0.466,318,0.4342,,
250,Tulane,13-16,0.4522,9.4,14,0.4017,0.4508 (268),0.5055,236,0.469,,
,,,,,,,,,,,,
,,,,,,,,,,,,
251,Florida Intl,20-Aug,0.4519,9.2,20,0.3151,0.5037 (151),0.4853,161,0.4976,,
252,Arizona St,21-Oct,0.4515,8,21.8,0.2685,0.5099 (139),0.5175,132,0.5125,,
253,UC Riverside,17-Dec,0.4492,11.6,15.4,0.4296,0.4441 (285),0.479,280,0.4557,,
254,UC Irvine,19-Oct,0.4483,8.8,17.4,0.3359,0.4903 (181),0.4768,192,0.4858,,
255,Southern Illinois,22-Aug,0.4472,6.4,20.4,0.2388,0.5151 (132),0.5198,124,0.5167,,
256,Ball State,14-15,0.4471,12.4,13,0.4882,0.4088 (331),0.4825,321,0.4334,,
257,Rhode Island,24-Jul,0.4459,6.2,23.2,0.2109,0.5254 (115),0.5217,107,0.5242,,
258,Appalachian St,18-Nov,0.4458,9.4,15.6,0.376,0.4640 (238),0.4794,235,0.4691,,
259,VMI,14-16,0.4445,10.4,11.2,0.4815,0.4135 (328),0.4697,323,0.4322,,
260,Troy,18-Sep,0.4445,8.6,16.8,0.3386,0.4745 (216),0.4906,207,0.4798,,
,,,,,,,,,,,,
,,,,,,,,,,,,
261,James Madison,20-Dec,0.4444,12,20,0.375,0.4527 (265),0.4974,242,0.4676,,
262,Northern Colorado,18-Aug,0.4443,7.2,17.2,0.2951,0.5020 (155),0.478,177,0.494,,
263,Hofstra,22-Oct,0.4429,7.2,21.2,0.2535,0.5172 (126),0.4838,142,0.506,,
264,Jacksonville,22-Aug,0.4427,7.2,18.4,0.2813,0.5025 (153),0.4846,166,0.4965,,
265,Bradley,25-Jul,0.4426,5,24.2,0.1712,0.5410 (85),0.5172,91,0.533,,
266,UMKC,20-Sep,0.4406,7.8,17.6,0.3071,0.4857 (188),0.4837,194,0.485,,
267,Stetson,20-Aug,0.4404,7.2,17.6,0.2903,0.4957 (169),0.4799,181,0.4904,,
268,High Point,18-Nov,0.4401,9,15.6,0.3659,0.4645 (235),0.4655,255,0.4648,,
269,Samford,19-Sep,0.4388,8.6,18.2,0.3209,0.4813 (195),0.4715,214,0.4781,,
270,Southern California,26-Jun,0.4382,4.8,26.8,0.1519,0.5372 (93),0.5262,90,0.5336,,
,,,,,,,,,,,,
,,,,,,,,,,,,
271,Pepperdine,19-Sep,0.4365,8.6,17.8,0.3258,0.4584 (251),0.5035,223,0.4735,,
272,Winthrop,20-Oct,0.4365,9.6,17.6,0.3529,0.4625 (243),0.4682,257,0.4644,,
273,Sam Houston,19-Sep,0.4363,9.4,18.2,0.3406,0.4700 (224),0.4647,238,0.4682,,
274,Utah,25-May,0.4361,3,23.8,0.1119,0.5600 (59),0.5125,66,0.5442,,
275,Montana St,17-Oct,0.4337,10,15,0.4,0.4316 (307),0.4714,303,0.4449,,
276,Coppin St,16-Oct,0.4333,10.8,14.4,0.4286,0.4154 (326),0.474,317,0.4349,,
277,Seattle,15-Sep,0.4329,7,13.8,0.3365,0.4599 (247),0.4753,250,0.4651,,
278,IPFW,19-Aug,0.4313,6.4,15.8,0.2883,0.4729 (219),0.491,210,0.4789,,
279,San Jose St,22-Aug,0.4311,6.8,20,0.2537,0.4949 (171),0.4809,182,0.4902,,
280,Central Michigan,21-Oct,0.4307,9.2,18.2,0.3358,0.4486 (275),0.4898,265,0.4623,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
281,Southern U,14-14,0.4304,13.6,10.8,0.5574,0.3621 (344),0.4401,344,0.3881,,
282,North Carolina A&T,20-Sep,0.4293,9.4,16.8,0.3588,0.4496 (273),0.459,285,0.4527,,
283,Maine,17-Nov,0.4284,10.6,15.4,0.4077,0.4263 (313),0.4534,315,0.4353,,
284,Liberty,18-Nov,0.4281,10.6,17.6,0.3759,0.4370 (295),0.4627,302,0.4456,,
285,Howard,21-Sep,0.4274,8.2,17.4,0.3203,0.4621 (244),0.465,262,0.463,,
286,Eastern Illinois,17-Oct,0.4261,10,15.8,0.3876,0.4226 (316),0.4716,314,0.4389,,
287,Morgan St,20-Sep,0.4254,9.4,18.8,0.3333,0.4541 (261),0.46,279,0.456,,
288,Texas St,17-Sep,0.4246,8.2,14.6,0.3596,0.4400 (291),0.4589,298,0.4463,,
289,Pacific,19-Sep,0.4244,7.8,17.4,0.3095,0.4591 (250),0.4699,263,0.4627,,
290,Idaho St,21-Aug,0.4235,8,19,0.2963,0.4578 (253),0.4821,248,0.4659,,
,,,,,,,,,,,,
,,,,,,,,,,,,
291,South Dakota,18-Jul,0.4205,6.6,16.4,0.287,0.4551 (259),0.4848,252,0.465,,
292,Mt St. Mary's,21-Aug,0.4204,8,19.8,0.2878,0.4602 (245),0.4736,256,0.4647,,
293,Gardner Webb,20-Oct,0.4167,8.4,15.6,0.35,0.4273 (311),0.4622,313,0.439,,
294,Prairie View A&M,18-Nov,0.416,9.8,14.8,0.3984,0.4157 (325),0.434,333,0.4218,,
295,Colgate,22-Aug,0.4159,7.2,19.6,0.2687,0.4637 (240),0.4676,254,0.4649,,
296,New Hampshire,16-Dec,0.4154,10.4,14.8,0.4127,0.3969 (338),0.4548,338,0.4162,,
297,UIC,21-Jul,0.4153,5,17.4,0.2232,0.4735 (217),0.4911,209,0.4794,,
298,Nicholls St,20-Aug,0.415,7.6,17.6,0.3016,0.4434 (287),0.4717,283,0.4529,,
299,William & Mary,26-May,0.415,4.6,24,0.1608,0.5059 (147),0.4874,155,0.4997,,
300,SIU-E,17-Aug,0.4138,7.2,15.8,0.313,0.4347 (299),0.4725,297,0.4473,,
,,,,,,,,,,,,
,,,,,,,,,,,,
301,Army,18-Nov,0.4127,9,16,0.36,0.4133 (330),0.4642,327,0.4302,,
302,UA Pine Bluff,22-Nov,0.4124,9.8,17.2,0.363,0.4151 (327),0.4565,329,0.4289,,
303,Santa Clara,22-Jun,0.4121,4.4,21.2,0.1719,0.4824 (193),0.5119,178,0.4922,,
304,NJIT,17-Nov,0.4121,9,13.8,0.3947,0.4004 (334),0.4529,337,0.4179,,
305,St. Peter's,26-May,0.4111,4.6,24.8,0.1565,0.5020 (156),0.4838,168,0.4959,,
306,Hampton,21-Dec,0.4092,10,17.8,0.3597,0.4161 (324),0.4448,330,0.4257,,
307,Hartford,22-Sep,0.4063,8.6,20.8,0.2925,0.4385 (292),0.4556,306,0.4442,,
308,Alabama St,19-Oct,0.405,9.2,15,0.3802,0.3987 (336),0.4424,340,0.4132,,
309,Loyola (Chicago),23-Jun,0.4043,6,21,0.2222,0.4498 (272),0.4953,253,0.465,,
310,Chattanooga,21-Aug,0.4041,4.8,17.8,0.2124,0.4667 (231),0.4707,239,0.468,,
,,,,,,,,,,,,
,,,,,,,,,,,,
311,Towson,31-Jan,0.403,0.6,30.2,0.0195,0.5523 (66),0.4878,95,0.5308,,
312,St. Francis (PA),23-Jun,0.4025,4.4,20.2,0.1789,0.4793 (200),0.4726,217,0.477,,
313,Brown,23-Jul,0.4016,5.4,21.8,0.1985,0.4650 (234),0.4778,232,0.4693,,
314,UT Pan American,21-Jul,0.4,5,17,0.2273,0.4560 (257),0.4609,272,0.4576,,
315,Sacramento St,18-Aug,0.3999,8,18,0.3077,0.4135 (329),0.4651,325,0.4307,,
316,Florida A&M,23-Aug,0.3993,8,21.4,0.2721,0.4358 (296),0.4534,309,0.4417,,
317,UL Monroe,25-Mar,0.3981,4.2,24.6,0.1458,0.4764 (210),0.4936,197,0.4822,,
318,SE Louisiana,17-Sep,0.397,6.2,13.4,0.3163,0.4000 (335),0.4716,332,0.4239,,
319,Texas A&M CC,24-Jun,0.3957,6,22.4,0.2113,0.4504 (269),0.4708,274,0.4572,,
320,UM Eastern Shore,23-Jun,0.3942,5.2,19.8,0.208,0.4539 (263),0.461,278,0.4563,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
321,Jackson St,24-Jun,0.393,6,20.4,0.2273,0.4457 (280),0.4531,296,0.4482,,
322,Central Arkansas,20-Jun,0.3926,5.2,16.8,0.2364,0.4343 (301),0.4655,304,0.4447,,
323,CS Northridge,21-May,0.3887,5.4,19,0.2213,0.4293 (309),0.475,305,0.4445,,
324,Houston Baptist,20-Jul,0.388,4.6,16.8,0.215,0.4440 (286),0.4492,301,0.4457,,
325,The Citadel,24-Apr,0.3855,3.6,23.2,0.1343,0.4707 (222),0.4662,234,0.4692,,
326,UT Martin,27-Feb,0.3842,2.8,25.8,0.0979,0.4786 (202),0.4819,208,0.4797,,
327,Navy,26-Feb,0.3805,2,24.4,0.0758,0.4943 (173),0.4577,198,0.4821,,
328,Dartmouth,25-Apr,0.38,2.4,23,0.0945,0.4722 (220),0.4808,222,0.4751,,
329,Radford,26-Apr,0.3791,3.2,25.2,0.1127,0.4687 (226),0.4664,240,0.4679,,
330,Fairleigh Dickinson,26-Mar,0.3779,2.6,24.4,0.0963,0.4755 (212),0.4644,227,0.4718,,
,,,,,,,,,,,,
,,,,,,,,,,,,
331,Kennesaw St,28-Feb,0.3761,2.4,26,0.0845,0.4664 (232),0.4871,224,0.4733,,
332,Longwood,21-Jun,0.3755,5.6,17.4,0.2435,0.3970 (337),0.4647,335,0.4195,,
333,Canisius,25-May,0.3755,4.6,23.4,0.1643,0.4271 (312),0.4836,299,0.4459,,
334,Northern Illinois,25-Apr,0.3726,3.2,23.4,0.1203,0.4444 (282),0.4814,276,0.4567,,
335,Alcorn St,21-Jul,0.3686,6.2,17.4,0.2627,0.3840 (343),0.4436,343,0.4039,,
336,UC Davis,26-Apr,0.3669,3.2,23.2,0.1212,0.4375 (293),0.4715,294,0.4488,,
337,Chicago St,25-Mar,0.3667,2.6,21.4,0.1083,0.4428 (288),0.4729,284,0.4528,,
338,Northern Arizona,24-Mar,0.3666,2.6,22.8,0.1024,0.4461 (279),0.4718,281,0.4547,,
339,UMBC,26-Apr,0.3632,4.8,24.8,0.1622,0.4162 (323),0.4582,328,0.4302,,
340,Bryant,28-Feb,0.3598,1.6,25.2,0.0597,0.4526 (266),0.4742,269,0.4598,,
,,,,,,,,,,,,
,,,,,,,,,,,,
341,Grambling St,24-Apr,0.3531,4.8,21.2,0.1846,0.3916 (341),0.4446,341,0.4093,,
342,Alabama A&M,21-May,0.3503,3.8,17,0.1827,0.3885 (342),0.4415,342,0.4062,,
343,South Carolina St,26-Mar,0.3408,2.6,23.2,0.1008,0.4040 (333),0.4546,334,0.4209,,
344,Binghamton,Feb-29,0.3362,1.6,28.2,0.0537,0.4206 (318),0.4501,326,0.4304,,
"© 1994-2011 by Palm Sports Resources, Inc. All rights reserved.",,,,,,,,,,,,
