2008-2009 RPI,,,,,,,,,,,,
,,,,,,,,,,,,
Records reflect games against Division I opponents only.,,,,,,,,,,,,
,,,,,,,,,,,,
Click on team name for schedule and results. Clickable column headings will sort by that column.,,,,,,,,,,,,
,,,,,,,,,,,,
Shaded teams made the tournament,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,RPI Data,,,,,SOS,,Polls,
247,SE Louisiana,17-Sep,0.4524,8.6,13.8,0.3839,0.4757 (214),0.4741,222,0.4752,,
248,Wagner,16-14,0.4503,16,13.2,0.5479,0.3973 (334),0.4586,331,0.4177,,
249,Appalachian St,18-Dec,0.45,11.6,17.2,0.4028,0.4578 (253),0.4816,245,0.4657,,
250,San Francisco,19-Sep,0.4495,8.2,15.8,0.3417,0.4756 (216),0.5051,190,0.4855,,
,,,,,,,,,,,,
,,,,,,,,,,,,
251,UA Pine Bluff,13-18,0.4495,13,13.6,0.4887,0.4250 (312),0.4594,315,0.4364,,
252,St. Peter's,19-Nov,0.4491,9.8,17,0.3657,0.4696 (228),0.4916,213,0.4769,,
253,Bethune Cookman,14-16,0.4491,14.8,13.6,0.5211,0.4158 (320),0.4436,324,0.4251,,
254,Lehigh,15-14,0.4488,14.6,13.2,0.5252,0.4048 (326),0.4604,327,0.4233,,
255,Winthrop,19-Oct,0.4478,9.2,16.6,0.3566,0.4811 (195),0.4725,208,0.4782,,
256,Campbell,16-Dec,0.4476,10.4,13.6,0.4333,0.4520 (263),0.453,286,0.4524,,
257,South Carolina St,13-14,0.4469,12.2,12.4,0.4959,0.4223 (314),0.447,321,0.4305,,
258,Savannah St,14-Nov,0.4467,8.2,10.8,0.4316,0.4401 (292),0.4753,288,0.4518,,
259,Pennsylvania,18-Oct,0.4465,11.2,18.8,0.3733,0.4732 (221),0.4662,232,0.4709,,
260,Marist,23-Oct,0.4465,7.6,20.6,0.2695,0.5071 (143),0.5022,144,0.5055,,
,,,,,,,,,,,,
,,,,,,,,,,,,
261,Valparaiso,22-Jul,0.4464,5,19.6,0.2033,0.5371 (92),0.5082,103,0.5275,,
262,Ball State,13-17,0.4437,10.6,15.4,0.4077,0.4451 (280),0.4769,272,0.4557,,
263,North Carolina A&T,13-16,0.442,11.8,11.6,0.5043,0.4030 (327),0.4579,329,0.4213,,
264,UC Davis,13-19,0.4413,13,18.6,0.4114,0.4368 (301),0.4801,289,0.4512,,
265,Jacksonville St,17-Sep,0.4409,9.4,15,0.3852,0.4537 (259),0.4709,261,0.4594,,
266,Southern Utah,19-Oct,0.4407,8,15.8,0.3361,0.4854 (185),0.4558,221,0.4755,,
267,SMU,21-Aug,0.4396,4.8,19.4,0.1983,0.5215 (120),0.5171,117,0.5201,,
268,UL Lafayette,20-Sep,0.4396,6.2,17.6,0.2605,0.5057 (147),0.4865,155,0.4993,,
269,Tennessee St,17-Nov,0.439,9.8,14.2,0.4083,0.4365 (302),0.4746,294,0.4492,,
270,Air Force,21-Aug,0.4389,6.4,21.4,0.2302,0.5072 (142),0.5108,139,0.5084,,
,,,,,,,,,,,,
,,,,,,,,,,,,
271,Texas St,16-Oct,0.4386,8,13.6,0.3704,0.4574 (255),0.4693,255,0.4613,,
272,Tennessee Tech,18-Oct,0.4381,9.2,16.4,0.3594,0.4659 (235),0.4614,247,0.4644,,
273,Northern Colorado,18-Dec,0.4375,10,14.4,0.4098,0.4282 (308),0.4838,299,0.4467,,
274,Prairie View A&M,13-16,0.4375,12.2,12,0.5041,0.3988 (333),0.4481,333,0.4152,,
275,Elon,20-Sep,0.4374,7.4,16.8,0.3058,0.4817 (193),0.4806,203,0.4813,,
276,Pepperdine,23-Jul,0.4368,6.6,22.6,0.226,0.5103 (136),0.5007,141,0.5071,,
277,UNC Wilmington,25-Jul,0.436,5.4,23,0.1901,0.5291 (108),0.4956,121,0.5179,,
278,St. Francis (NY),20-Oct,0.4358,9.2,16.8,0.3538,0.4639 (239),0.4615,250,0.4631,,
279,Colgate,20-Oct,0.4355,10.8,17.6,0.3803,0.4505 (268),0.4608,280,0.4539,,
280,Army,19-Nov,0.4345,9.8,17,0.3657,0.4596 (248),0.4532,268,0.4575,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
281,Detroit,23-Jun,0.4337,6,20.2,0.229,0.5018 (154),0.5021,149,0.5019,,
282,New Orleans,18-Oct,0.4321,7.6,14.8,0.3393,0.4528 (261),0.4834,251,0.463,,
283,South Dakota St,20-Nov,0.431,8.2,15.2,0.3504,0.4511 (266),0.4712,267,0.4578,,
284,Princeton,14-Dec,0.4308,11.2,13.2,0.459,0.4028 (328),0.4587,328,0.4214,,
285,SC Upstate,21-Sep,0.4285,6.6,16.2,0.2895,0.4757 (215),0.4731,224,0.4748,,
286,Maine,21-Aug,0.4284,7.6,19.8,0.2774,0.4782 (209),0.48,207,0.4788,,
287,UL Monroe,20-Sep,0.4282,7,16.8,0.2941,0.4686 (229),0.4816,228,0.4729,,
288,Eastern Illinois,18-Oct,0.4274,8.4,14.8,0.3621,0.4452 (279),0.4571,295,0.4492,,
289,Columbia,16-Dec,0.4272,10,14.8,0.4032,0.4236 (313),0.4581,318,0.4351,,
290,Norfolk St,13-18,0.4236,12.6,15.6,0.4468,0.4006 (331),0.4465,332,0.4159,,
,,,,,,,,,,,,
,,,,,,,,,,,,
291,Fordham,25-Mar,0.4225,2.6,25.8,0.0915,0.5457 (81),0.5071,89,0.5329,,
292,Northern Arizona,19-Jun,0.4221,4.4,15.4,0.2222,0.5004 (156),0.4652,176,0.4887,,
293,Centenary,23-Aug,0.422,7.2,19,0.2748,0.4700 (225),0.4731,231,0.471,,
294,Longwood,13-14,0.4211,10.6,10.4,0.5048,0.3606 (343),0.4583,343,0.3932,,
295,Bucknell,23-Jul,0.4203,5,20.2,0.1984,0.5063 (145),0.4702,163,0.4943,,
296,Georgia So,22-Jul,0.4199,5.4,19.6,0.216,0.4919 (168),0.4799,181,0.4879,,
297,Central Michigan,19-Dec,0.4197,10,17,0.3704,0.4186 (318),0.4714,316,0.4362,,
298,McNeese St,18-Sep,0.4195,7,14.8,0.3211,0.4391 (296),0.4786,287,0.4523,,
299,Hartford,26-Jul,0.4195,5.8,22.8,0.2028,0.4955 (164),0.4841,168,0.4917,,
300,Delaware St,23-Jul,0.4185,6.6,19.4,0.2538,0.4791 (204),0.4619,227,0.4733,,
,,,,,,,,,,,,
,,,,,,,,,,,,
301,Western Michigan,20-Oct,0.4176,8.4,18.8,0.3088,0.4427 (283),0.476,282,0.4538,,
302,CS Bakersfield,20-Aug,0.4167,7.2,16.8,0.3,0.4422 (285),0.4825,273,0.4556,,
303,Coastal Carolina,19-Aug,0.4158,6.8,15.8,0.3009,0.4488 (273),0.4645,279,0.4541,,
304,Cal Poly,20-Jul,0.4154,7,21.2,0.2482,0.4700 (224),0.4734,230,0.4712,,
305,Florida A&M,21-Oct,0.4152,7.6,15.8,0.3248,0.4358 (303),0.4644,304,0.4453,,
306,Bryant,21-Aug,0.4138,7.6,18.2,0.2946,0.4457 (277),0.4691,283,0.4535,,
307,Brown,19-Sep,0.4135,6.2,15.4,0.287,0.4512 (265),0.4644,274,0.4556,,
308,Lafayette,22-Aug,0.4115,6.4,19.6,0.2462,0.4644 (237),0.4712,244,0.4667,,
309,UMKC,22-Jul,0.4101,7,19.6,0.2632,0.4519 (264),0.4732,262,0.459,,
310,Florida Gulf Coast,20-Oct,0.4096,6,16.8,0.2632,0.4496 (270),0.4761,264,0.4584,,
,,,,,,,,,,,,
,,,,,,,,,,,,
311,Northwestern St,20-Aug,0.4077,8,18,0.3077,0.4201 (316),0.483,310,0.4411,,
312,Houston Baptist,25-Apr,0.407,3.6,21.8,0.1417,0.5062 (146),0.4737,161,0.4954,,
313,Florida Atlantic,26-Jun,0.4062,4,21.6,0.1563,0.4910 (170),0.4864,173,0.4895,,
314,Fairleigh Dickinson,23-Jul,0.4054,6.6,21,0.2391,0.4574 (254),0.4677,257,0.4608,,
315,Dartmouth,19-Aug,0.4031,7.2,19,0.2748,0.4415 (288),0.4544,302,0.4458,,
316,UNC Greensboro,25-Apr,0.4006,4.8,23.4,0.1702,0.4784 (206),0.4753,212,0.4774,,
317,Toledo,25-Jun,0.3996,3.6,21.4,0.144,0.4849 (186),0.4848,192,0.4848,,
318,Eastern Michigan,24-Jun,0.3987,6,22.8,0.2083,0.4527 (262),0.4812,252,0.4622,,
319,Central Arkansas,19-Jun,0.3987,4.8,18.2,0.2087,0.4595 (249),0.467,253,0.462,,
320,Loyola Marymount,27-Mar,0.3985,1.8,25.4,0.0662,0.5165 (128),0.4947,137,0.5093,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
321,Monmouth,23-Aug,0.3968,6,20.6,0.2256,0.4489 (272),0.4638,281,0.4538,,
322,St. Francis (PA),23-Jun,0.395,5.2,20.2,0.2047,0.4569 (256),0.4614,265,0.4584,,
323,Texas Southern,25-Jul,0.3943,6.6,21,0.2391,0.4419 (286),0.4544,300,0.4461,,
324,Charleston Southern,20-Jun,0.394,5.2,20,0.2063,0.4464 (276),0.4768,270,0.4565,,
325,High Point,21-Jun,0.3935,6.8,20.6,0.2482,0.4252 (311),0.4756,309,0.442,,
326,North Florida,22-Jul,0.3934,5.8,18.8,0.2358,0.4330 (306),0.4717,301,0.4459,,
327,Winston Salem St,22-Jun,0.3886,7.6,21.6,0.2603,0.4218 (315),0.4505,320,0.4313,,
328,Western Illinois,20-Aug,0.3866,7.6,17.6,0.3016,0.3900 (338),0.4648,334,0.4149,,
329,Northern Illinois,20-Sep,0.3861,6.6,17.6,0.2727,0.4019 (330),0.468,326,0.4239,,
330,Howard,23-Aug,0.3837,4.8,19.4,0.1983,0.4393 (294),0.458,303,0.4455,,
,,,,,,,,,,,,
,,,,,,,,,,,,
331,UT Pan American,17-Jun,0.3825,4.8,14.2,0.2526,0.4142 (323),0.4491,322,0.4258,,
332,Furman,24-Apr,0.3784,2.4,20.4,0.1053,0.4666 (233),0.475,239,0.4694,,
333,Miss Valley St,25-Jul,0.3765,4.2,18.6,0.1842,0.4337 (305),0.4543,311,0.4406,,
334,Alabama A&M,17-Jul,0.375,5.8,14.6,0.2843,0.3922 (335),0.4315,338,0.4053,,
335,Southern U,21-Aug,0.3655,6.4,17.8,0.2645,0.3805 (342),0.4365,342,0.3992,,
336,NCCU,26-Mar,0.3648,2.6,21.6,0.1074,0.4415 (287),0.4688,290,0.4506,,
337,Kennesaw St,22-Jun,0.3639,4.4,19.6,0.1833,0.4072 (325),0.4578,325,0.4241,,
338,UM Eastern Shore,23-Jul,0.3601,5.8,19,0.2339,0.3849 (339),0.4367,341,0.4022,,
339,SE Missouri St,26-Feb,0.3569,1.6,24,0.0625,0.4529 (260),0.4591,275,0.455,,
340,Grambling St,23-May,0.3526,4.2,20.6,0.1694,0.3999 (332),0.4414,335,0.4137,,
,,,,,,,,,,,,
,,,,,,,,,,,,
341,Sacramento St,27-Feb,0.3523,1.2,25,0.0458,0.4436 (282),0.4761,277,0.4544,,
342,Alcorn St,24-Apr,0.3399,3.2,20.4,0.1356,0.3917 (336),0.4405,337,0.4079,,
343,NJIT,30-Jan,0.3086,0.6,29.2,0.0201,0.3830 (340),0.4483,339,0.4047,,
"© 1994-2009 by Palm Sports Resources, Inc. All rights reserved.",,,,,,,,,,,,
